Rule ID,Priority,Firing Order,Creator,Created On,Updated By,Updated On,Needs Review,Rule Condition 1,Rule Condition 2,Rule Condition 3,Rule Condition 4,Rule Condition 5,Rule Condition 6
190496,4,9,"Seth Thomas","03/14/2017","Seth Thomas","03/14/2017","","Supplier Parent Name Contains SANTOS NANCY J.","","","","",""
190498,4,9,"Seth Thomas","03/14/2017","Seth Thomas","03/14/2017","","Supplier Parent Name Contains CATFISH ROW PRODUCTIONS","","","","",""
190368,4,9,"Seth Thomas","03/14/2017","Seth Thomas","03/14/2017","","Supplier Parent Name Contains STATE FLEET MANAGEMENT","","","","",""
190369,4,9,"Seth Thomas","03/14/2017","Seth Thomas","03/14/2017","","Supplier Parent Name Contains HOOVER MITSUBISHI","","","","",""
190372,4,9,"Seth Thomas","03/14/2017","Seth Thomas","03/14/2017","","Supplier Parent Name Contains TR GOLF CARTS","","","","",""
190371,4,9,"Seth Thomas","03/14/2017","Seth Thomas","03/14/2017","","Supplier Parent Name Contains B2BUV LLC","","","","",""
190370,4,9,"Seth Thomas","03/14/2017","Seth Thomas","03/14/2017","","Supplier Parent Name Contains JONES FORD","","","","",""
189700,4,7,"Seth Thomas","03/09/2017","Seth Thomas","03/09/2017","","Supplier Parent Name Contains BASEBALL RACKS","","","","",""
190494,4,7,"Seth Thomas","03/14/2017","Seth Thomas","03/15/2017","","Supplier Parent Name Contains SINCLAIR TELEVISION GROUP","","","","",""
190497,4,7,"Seth Thomas","03/14/2017","Seth Thomas","03/14/2017","","Supplier Parent Name Contains ESPN REGIONAL TV INC","","","","",""
189695,4,7,"Seth Thomas","03/09/2017","Seth Thomas","03/09/2017","","Supplier Parent Name Contains RER INVESTMENTS","","","","",""
190501,4,7,"Seth Thomas","03/14/2017","Seth Thomas","03/14/2017","","Supplier Parent Name Contains VWR INTERNATIONAL","","","","",""
190383,4,7,"Seth Thomas","03/14/2017","Seth Thomas","03/14/2017","","Supplier Parent Name Contains SP DESIGNS","","","","",""
190500,4,7,"Seth Thomas","03/14/2017","Seth Thomas","03/14/2017","","Supplier Parent Name Contains INKMULE","","","","",""
190375,4,7,"Seth Thomas","03/14/2017","Seth Thomas","03/14/2017","","Supplier Parent Name Contains CHARLESTON COTTON EXCHANGE","","","","",""
190374,4,7,"Seth Thomas","03/14/2017","Seth Thomas","03/14/2017","","Supplier Parent Name Contains SOUTH CAROLINA HISTORICAL SOCIETY","","","","",""
190373,4,7,"Seth Thomas","03/14/2017","Seth Thomas","03/14/2017","","Supplier Parent Name Contains LANE PRESS","","","","",""
190493,4,7,"Seth Thomas","03/14/2017","Seth Thomas","03/14/2017","","Supplier Parent Name Contains ART MEDIA AIA LLC","","","","",""
190978,4,7,"Seth Thomas","03/15/2017","Seth Thomas","03/15/2017","","Supplier Parent Name Contains CODELYNX LLC","","","","",""
190977,4,7,"Seth Thomas","03/15/2017","Seth Thomas","03/15/2017","","Supplier Parent Name Contains MOBILE COMMUNICATIONS OF CHARLESTON","","","","",""
190976,4,7,"Seth Thomas","03/15/2017","Seth Thomas","03/15/2017","","Supplier Parent Name Contains CRAIGS FIREARMS SUPPLY INC","","","","",""
190980,4,7,"Seth Thomas","03/15/2017","Seth Thomas","03/15/2017","","Supplier Parent Name Contains LAWMENS SAFETY SUPPLY INC","","","","",""
190367,4,7,"Seth Thomas","03/14/2017","Seth Thomas","03/14/2017","","Supplier Parent Name Contains AAA TRAVEL AGENCY","","","","",""
189699,4,7,"Seth Thomas","03/09/2017","Seth Thomas","03/09/2017","","Supplier Parent Name Contains SKIDAWAY INSTITUTION OF OCEANOGRAPHY","","","","",""
187749,5,26,"Shelby Paschal","03/01/2017","Shelby Paschal","03/01/2017","","Detail Description Is Blank","ORGN Title Is Blank","Account Title Contains COLONIAL LIFE","Commodity Description Is Blank","Supplier Parent Name Contains COLONIAL LIFE","MCC Description Is Blank"
185812,5,24,"Shelby Paschal","02/23/2017","Shelby Paschal","02/23/2017","","Detail Description Is Blank","Account Title Is Blank","Commodity Description Is Blank","Supplier Parent Name Contains OFFICE DEPOT OFFICE MAX","MCC Code Contains 5943","MCC Description Contains STATIONARY, OFFICE AND SCHOOL SUPPLY STO"
183648,5,23,"Seth Thomas","02/09/2017","Seth Thomas","02/09/2017","","ORGN Title Contains PHYSICAL PLANT-RES LIFE-MAINTENANCE","Account Title Contains UTILITIES","Item Description Is Blank","Commodity Description Is Blank","Supplier Parent Name Contains SC ELECTRIC & GAS",""
184232,5,23,"Seth Thomas","02/14/2017","Seth Thomas","02/14/2017","","Account Title Contains INTERNATL STUDENT HEALTH INSURANCE","Item Description Is Blank","Commodity Description Is Blank","Supplier Parent Name Contains NATIONAL UNION FIRE INSURANCE","MCC Description Is Blank",""
184231,5,23,"Seth Thomas","02/14/2017","Seth Thomas","02/14/2017","","Account Title Contains STATE FARM LIFE INSURANCE","Item Description Is Blank","Commodity Description Is Blank","Supplier Parent Name Contains STATE FARM INSURANCE","MCC Description Is Blank",""
184233,5,23,"Seth Thomas","02/14/2017","Seth Thomas","02/14/2017","","Account Title Contains INSURANCE-OUTSIDE SOURCE","Item Description Is Blank","Commodity Description Is Blank","Supplier Parent Name Contains CULTURAL INSURANCE SERVICES IN","MCC Description Is Blank",""
185601,5,23,"Shelby Paschal","02/23/2017","Shelby Paschal","02/23/2017","","Detail Description Is Blank","Account Title Contains CONSTRUCTION","Supplier Parent Name Contains AJAX BUILDING CORP SOUTHEAST","MCC Code Is Blank","MCC Description Is Blank",""
188220,5,23,"Seth Thomas","03/02/2017","Seth Thomas","03/02/2017","","Detail Description Is Blank","Commodity Description Equals CLOTHING","Supplier Parent Name Contains MIDWEST GLOBAL GROUP INC","Supplier Parent Name Contains MIDWEST GLOBAL GROUP INC","MCC Description Is Blank",""
184261,5,23,"Seth Thomas","02/14/2017","Seth Thomas","02/14/2017","","Account Title Contains SCHOLARSHIPS","Item Description Is Blank","Commodity Description Is Blank","Supplier Parent Name Contains COLLEGE OF CHARLESTON","MCC Description Is Blank",""
184269,5,23,"Seth Thomas","02/14/2017","Seth Thomas","02/14/2017","","Account Title Contains SCHOLARSHIPS","Item Description Is Blank","Commodity Description Is Blank","Supplier Parent Name Contains BARNES & NOBLE","MCC Description Is Blank",""
184268,5,23,"Seth Thomas","02/14/2017","Seth Thomas","02/14/2017","","Account Title Contains SCHOLARSHIPS","Item Description Is Blank","Commodity Description Is Blank","Supplier Parent Name Contains BENEDICT COLLEGE","MCC Description Is Blank",""
184267,5,23,"Seth Thomas","02/14/2017","Seth Thomas","02/14/2017","","Account Title Contains SCHOLARSHIPS","Item Description Is Blank","Commodity Description Is Blank","Supplier Parent Name Contains PRESBYTERIAN COLLEGE","MCC Description Is Blank",""
184266,5,23,"Seth Thomas","02/14/2017","Seth Thomas","02/14/2017","","Account Title Contains SCHOLARSHIPS","Item Description Is Blank","Commodity Description Is Blank","Supplier Parent Name Contains CLAFLIN UNIVERSITY","MCC Description Is Blank",""
184265,5,23,"Seth Thomas","02/14/2017","Seth Thomas","02/14/2017","","Account Title Contains SCHOLARSHIPS","Item Description Is Blank","Commodity Description Is Blank","Supplier Parent Name Contains COASTAL CAROLINA UNIVERSITY","MCC Description Is Blank",""
184264,5,23,"Seth Thomas","02/14/2017","Seth Thomas","02/14/2017","","Account Title Contains SCHOLARSHIPS","Item Description Is Blank","Commodity Description Is Blank","Supplier Parent Name Contains UNIVERSITY OF SOUTH CAROLINA","MCC Description Is Blank",""
184263,5,23,"Seth Thomas","02/14/2017","Seth Thomas","02/14/2017","","Account Title Contains SCHOLARSHIPS","Item Description Is Blank","Commodity Description Is Blank","Supplier Parent Name Contains SOUTH CAROLINA STATE UNIVERSITY","MCC Description Is Blank",""
184262,5,23,"Seth Thomas","02/14/2017","Seth Thomas","02/14/2017","","Account Title Contains SCHOLARSHIPS","Item Description Is Blank","Commodity Description Is Blank","Supplier Parent Name Contains CLEMSON UNIVERSTIY","MCC Description Is Blank",""
187870,5,22,"Shelby Paschal","03/01/2017","Shelby Paschal","03/01/2017","","Detail Description Is Blank","ORGN Title Contains COMPUTER SCIENCE-GRANT AND CONTRACT","Account Title Contains INDIRECT COST-SUB GRANT","Commodity Description Is Blank","Supplier Parent Name Contains UNIVERSITY OF KANSAS","MCC Description Is Blank"
187878,5,22,"Shelby Paschal","03/01/2017","Shelby Paschal","03/01/2017","","Detail Description Is Blank","ORGN Title Contains BIOLOGY-GRANTS AND CONTRACTS","Account Title Contains INDIRECT COST-SUB GRANT","Commodity Description Is Blank","Supplier Parent Name Contains VIRGINIA TECH","MCC Description Is Blank"
187876,5,22,"Shelby Paschal","03/01/2017","Shelby Paschal","03/01/2017","","Detail Description Is Blank","ORGN Title Contains SPACE GRANT-NASA EPSCOR","Account Title Contains INDIRECT COST-SUB GRANT","Commodity Description Is Blank","Supplier Parent Name Contains KENT STATE UNIVERSITY","MCC Description Is Blank"
187875,5,22,"Shelby Paschal","03/01/2017","Shelby Paschal","03/01/2017","","Detail Description Is Blank","ORGN Title Contains TEACHER EDUCATION-GRANTS AND CONT","Account Title Contains INDIRECT COST-SUB GRANT","Commodity Description Is Blank","Supplier Parent Name Contains CHARLESTON COUNTY SCHOOL DISTRICT","MCC Description Is Blank"
187874,5,22,"Shelby Paschal","03/01/2017","Shelby Paschal","03/01/2017","","Detail Description Is Blank","ORGN Title Contains COMPUTER SCIENCE-GRANT AND CONTRACT","Account Title Contains INDIRECT COST-SUB GRANT","Commodity Description Is Blank","Supplier Parent Name Contains UNIVERSITY OF FLORIDA","MCC Description Is Blank"
187873,5,22,"Shelby Paschal","03/01/2017","Shelby Paschal","03/01/2017","","Detail Description Is Blank","ORGN Title Contains PHYSICS-GRANTS AND CONTRACTS","Account Title Contains INDIRECT COST-SUB GRANT","Commodity Description Is Blank","Supplier Parent Name Contains CSU FULLERTON AUXILIARY SERVICES CORP","MCC Description Is Blank"
187872,5,22,"Shelby Paschal","03/01/2017","Shelby Paschal","03/01/2017","","Detail Description Is Blank","ORGN Title Contains COMPUTER SCIENCE-GRANT AND CONTRACT","Account Title Contains INDIRECT COST-SUB GRANT","Commodity Description Is Blank","Supplier Parent Name Contains UNIVERSITY OF HAWAII","MCC Description Is Blank"
187871,5,22,"Shelby Paschal","03/01/2017","Shelby Paschal","03/01/2017","","Detail Description Is Blank","ORGN Title Contains BIOLOGY-GRANTS AND CONTRACTS","Account Title Contains INDIRECT COST-SUB GRANT","Commodity Description Is Blank","Supplier Parent Name Contains OBERLIN COLLEGE","MCC Description Is Blank"
184247,5,22,"Seth Thomas","02/14/2017","Seth Thomas","02/14/2017","","Account Title Contains DUES AND MEMBERSHIPS","Item Description Is Blank","Commodity Description Is Blank","Supplier Parent Name Contains CHARLESTON AREA CONVENTION AND","Fund Title Contains ATHLETICS","MCC Description Is Blank"
184246,5,22,"Seth Thomas","02/14/2017","Seth Thomas","02/14/2017","","Account Title Contains DUES AND MEMBERSHIPS","Item Description Is Blank","Commodity Description Is Blank","Supplier Parent Name Contains NATIONAL ASSOCIATION OF BASKETBALL COACHES","Fund Title Contains ATHLETICS","MCC Description Is Blank"
184245,5,22,"Seth Thomas","02/14/2017","Seth Thomas","02/14/2017","","Account Title Contains DUES AND MEMBERSHIPS","Item Description Is Blank","Commodity Description Is Blank","Supplier Parent Name Contains IHSA INC.","Fund Title Contains ATHLETICS","MCC Description Is Blank"
187746,5,22,"Shelby Paschal","03/01/2017","Shelby Paschal","03/01/2017","","Detail Description Is Blank","ORGN Title Is Blank","Account Title Contains REFUNDS DUE TO STUDENTS","Commodity Description Is Blank","Supplier Parent Name Contains SARONI DOMINIC","MCC Description Is Blank"
187828,5,22,"Shelby Paschal","03/01/2017","Shelby Paschal","03/01/2017","","Detail Description Is Blank","ORGN Title Contains BASKETBALL-WOMEN","Account Title Contains NON-STATE EMPLOYEE OTHER TRANSPORT","Commodity Description Is Blank","Supplier Parent Name Contains GRESHAMS TOURS & TRAVEL","MCC Description Is Blank"
184234,5,21,"Seth Thomas","02/14/2017","Seth Thomas","02/14/2017","","Account Title Contains RENTAL-NON-STATE REAL PROPERTY","Item Description Is Blank","Commodity Description Is Blank","Supplier Parent Name Contains HSRE DC CAMPUS CENTER LLC","MCC Description Is Blank",""
184235,5,21,"Seth Thomas","02/14/2017","Seth Thomas","02/14/2017","","Account Title Contains RENTAL-NON-STATE REAL PROPERTY","Item Description Is Blank","Commodity Description Is Blank","Supplier Parent Name Contains CHARLESTON HARBOR RESORT","MCC Description Is Blank",""
184241,5,21,"Seth Thomas","02/14/2017","Seth Thomas","02/14/2017","","Account Title Contains SOFTWARE SUBSCRIPTION-LICENSE-MAINT","Item Description Is Blank","Commodity Description Is Blank","Supplier Parent Name Contains S & P CAPITAL IQ LLC","MCC Description Is Blank",""
184240,5,21,"Seth Thomas","02/14/2017","Seth Thomas","02/14/2017","","Account Title Contains SOFTWARE SUBSCRIPTION-LICENSE-MAINT","Item Description Is Blank","Commodity Description Is Blank","Supplier Parent Name Contains COLLEGE SOURCE INC","MCC Description Is Blank",""
184239,5,21,"Seth Thomas","02/14/2017","Seth Thomas","02/14/2017","","Account Title Contains SOFTWARE SUBSCRIPTION-LICENSE-MAINT","Item Description Is Blank","Commodity Description Is Blank","Supplier Parent Name Contains BROADCAST MUSIC INC","MCC Description Is Blank",""
184238,5,21,"Seth Thomas","02/14/2017","Seth Thomas","02/14/2017","","Account Title Contains SOFTWARE SUBSCRIPTION-LICENSE-MAINT","Item Description Is Blank","Commodity Description Is Blank","Supplier Parent Name Contains EXPLORANCE INC","MCC Description Is Blank",""
184237,5,21,"Seth Thomas","02/14/2017","Seth Thomas","02/14/2017","","Account Title Contains SOFTWARE SUBSCRIPTION-LICENSE-MAINT","Item Description Is Blank","Commodity Description Is Blank","Supplier Parent Name Contains ESRI INC","MCC Description Is Blank",""
184236,5,21,"Seth Thomas","02/14/2017","Seth Thomas","02/14/2017","","Account Title Contains SOFTWARE SUBSCRIPTION-LICENSE-MAINT","Item Description Is Blank","Commodity Description Is Blank","Supplier Parent Name Contains BLACKBOARD INC","MCC Description Is Blank",""
186850,5,21,"Seth Thomas","02/28/2017","Seth Thomas","02/28/2017","","Detail Description Is Blank","Account Title Contains SOFTWARE SUBSCRIPTION-LICENSE-MAINT","Commodity Description Is Blank","Supplier Parent Name Contains HEWLETT PACKARD CO","MCC Description Is Blank",""
186851,5,21,"Seth Thomas","02/28/2017","Seth Thomas","02/28/2017","","Detail Description Is Blank","Account Title Contains SOFTWARE SUBSCRIPTION-LICENSE-MAINT","Commodity Description Is Blank","Supplier Parent Name Contains SKC COMMUNICATION PRODUCT","MCC Description Is Blank",""
186051,5,21,"Seth Thomas","02/24/2017","Seth Thomas","02/24/2017","","Detail Description Is Blank","Account Title Contains TELEPHONE-LAND LINES","Commodity Description Is Blank","Supplier Parent Name Contains AT&T","MCC Description Is Blank",""
188330,5,21,"Seth Thomas","03/02/2017","Seth Thomas","03/02/2017","","Detail Description Is Blank","Account Title Contains TELEPHONE-LAND LINES","Commodity Description Is Blank","Supplier Parent Name Contains DEPARTMENT OF ADMINISTRATION","MCC Description Is Blank",""
188332,5,21,"Seth Thomas","03/02/2017","Seth Thomas","03/02/2017","","Detail Description Is Blank","Account Title Contains TELEPHONE-LAND LINES","Commodity Description Is Blank","Supplier Parent Name Contains COLLEGE OF CHARLESTON","MCC Description Is Blank",""
188331,5,21,"Seth Thomas","03/02/2017","Seth Thomas","03/02/2017","","Detail Description Is Blank","Account Title Contains TELEPHONE-LAND LINES","Commodity Description Is Blank","Supplier Parent Name Contains SC BUDGET & CONTROL BOARD CIO","MCC Description Is Blank",""
184260,5,21,"Seth Thomas","02/14/2017","Seth Thomas","02/14/2017","","Account Title Contains CELLULAR AND PAGING SERVICES","Item Description Is Blank","Commodity Description Is Blank","Supplier Parent Name Contains VERIZON WIRELESS SERVICES LLC","MCC Description Is Blank",""
187834,5,21,"Shelby Paschal","03/01/2017","Shelby Paschal","03/01/2017","","Detail Description Is Blank","Account Title Contains RESEARCH ASSISTANTSHIPS","Commodity Description Is Blank","Supplier Parent Name Contains KNAPP LANDON C.","MCC Description Is Blank",""
186089,5,21,"Seth Thomas","02/24/2017","Seth Thomas","02/24/2017","","Detail Description Is Blank","Account Title Contains ADVERTISING","Commodity Description Is Blank","Supplier Parent Name Contains POST & COURIER LLC","MCC Description Is Blank",""
186094,5,21,"Seth Thomas","02/24/2017","Seth Thomas","02/24/2017","","Detail Description Is Blank","Account Title Contains ADVERTISING","Commodity Description Is Blank","Supplier Parent Name Contains ART MEDIA AIA LLC","MCC Description Is Blank",""
186092,5,21,"Seth Thomas","02/24/2017","Seth Thomas","02/24/2017","","Detail Description Is Blank","Account Title Contains ADVERTISING","Commodity Description Is Blank","Supplier Parent Name Contains ARTFORUM INTERNATIONAL MAGAZINE INC","MCC Description Is Blank",""
186091,5,21,"Seth Thomas","02/24/2017","Seth Thomas","02/24/2017","","Detail Description Is Blank","Account Title Contains ADVERTISING","Commodity Description Is Blank","Supplier Parent Name Contains GRAYSTONE GROUP ADVERTISING","MCC Description Is Blank",""
188235,5,20,"Seth Thomas","03/02/2017","Seth Thomas","03/02/2017","","Detail Description Is Blank","Commodity Description Contains FINISH CARPENTRY SERVICE","Supplier Parent Name Contains PACKS ASSOCIATED CONSTRUCTION","MCC Description Is Blank","",""
188240,5,20,"Seth Thomas","03/02/2017","Seth Thomas","03/02/2017","","Detail Description Is Blank","Commodity Description Contains FINISH CARPENTRY SERVICE","Supplier Parent Name Contains BONITZ CONTRACTING","MCC Description Is Blank","",""
188236,5,20,"Seth Thomas","03/02/2017","Seth Thomas","03/02/2017","","Detail Description Is Blank","Commodity Description Contains FINISH CARPENTRY SERVICE","Supplier Parent Name Contains L E W & SON LLC","MCC Description Is Blank","",""
187275,5,20,"Seth Thomas","02/28/2017","Seth Thomas","02/28/2017","","Detail Description Is Blank","Commodity Description Is Blank","Supplier Parent Name Contains HYAMS GARDEN & ACCENTS","MCC Description Contains NURSERIES, LAWN AND GARDEN SUPPLY STORES","",""
187285,5,20,"Seth Thomas","02/28/2017","Seth Thomas","02/28/2017","","Detail Description Is Blank","Commodity Description Is Blank","Supplier Parent Name Contains BROWNSWOOD NURSERY","MCC Description Contains NURSERIES, LAWN AND GARDEN SUPPLY STORES","",""
187283,5,20,"Seth Thomas","02/28/2017","Seth Thomas","02/28/2017","","Detail Description Is Blank","Commodity Description Is Blank","Supplier Parent Name Contains CHURCH CREEK NURSERY INC","MCC Description Contains NURSERIES, LAWN AND GARDEN SUPPLY STORES","",""
187282,5,20,"Seth Thomas","02/28/2017","Seth Thomas","02/28/2017","","Detail Description Is Blank","Commodity Description Is Blank","Supplier Parent Name Contains NIMMER TURF & TREE FARM INC","MCC Description Contains NURSERIES, LAWN AND GARDEN SUPPLY STORES","",""
187280,5,20,"Seth Thomas","02/28/2017","Seth Thomas","02/28/2017","","Detail Description Is Blank","Commodity Description Is Blank","Supplier Parent Name Contains LOWCOUNTRY NURSERY","MCC Description Contains NURSERIES, LAWN AND GARDEN SUPPLY STORES","",""
187279,5,20,"Seth Thomas","02/28/2017","Seth Thomas","02/28/2017","","Detail Description Is Blank","Commodity Description Is Blank","Supplier Parent Name Contains CAROLINA EAST OUTDOORS","MCC Description Contains NURSERIES, LAWN AND GARDEN SUPPLY STORES","",""
187278,5,20,"Seth Thomas","02/28/2017","Seth Thomas","02/28/2017","","Detail Description Is Blank","Commodity Description Is Blank","Supplier Parent Name Contains BENNERS GARDENS","MCC Description Contains NURSERIES, LAWN AND GARDEN SUPPLY STORES","",""
187277,5,20,"Seth Thomas","02/28/2017","Seth Thomas","02/28/2017","","Detail Description Is Blank","Commodity Description Is Blank","Supplier Parent Name Contains LOWCOUNTRY MULCH ONLINE","MCC Description Contains NURSERIES, LAWN AND GARDEN SUPPLY STORES","",""
187276,5,20,"Seth Thomas","02/28/2017","Seth Thomas","02/28/2017","","Detail Description Is Blank","Commodity Description Is Blank","Supplier Parent Name Contains ALL SEASONS MULCH MARKET","MCC Description Contains NURSERIES, LAWN AND GARDEN SUPPLY STORES","",""
186936,5,20,"Seth Thomas","02/28/2017","Seth Thomas","02/28/2017","","Detail Description Is Blank","Commodity Description Contains BUILDING AND CONSTRUCTION AND MAINTENANCE SERVICES","Supplier Parent Name Contains CUMMINGS & MCCRADY INC","MCC Description Is Blank","",""
186961,5,20,"Seth Thomas","02/28/2017","Seth Thomas","02/28/2017","","Detail Description Is Blank","Commodity Description Contains CONSTRUCTION AND MAINTENANCE SUPPORT EQUIPMENT","Supplier Parent Name Contains BEARING DISTRIBUTORS INC","MCC Description Is Blank","",""
186958,5,20,"Seth Thomas","02/28/2017","Seth Thomas","02/28/2017","","Detail Description Is Blank","Commodity Description Contains CONSTRUCTION AND MAINTENANCE SUPPORT EQUIPMENT","Supplier Parent Name Contains MESCONS","MCC Description Is Blank","",""
186957,5,20,"Seth Thomas","02/28/2017","Seth Thomas","02/28/2017","","Detail Description Is Blank","Commodity Description Contains CONSTRUCTION AND MAINTENANCE SUPPORT EQUIPMENT","Supplier Parent Name Contains FASTENAL CO","MCC Description Is Blank","",""
186956,5,20,"Seth Thomas","02/28/2017","Seth Thomas","02/28/2017","","Detail Description Is Blank","Commodity Description Contains CONSTRUCTION AND MAINTENANCE SUPPORT EQUIPMENT","Supplier Parent Name Contains OTT DISTRIBUTORS INC","MCC Description Is Blank","",""
186951,5,20,"Seth Thomas","02/28/2017","Seth Thomas","02/28/2017","","Detail Description Is Blank","Commodity Description Contains BUILDING CONSTRUCTION AND SUPPORT AND MAINTENANCE","Supplier Parent Name Contains EXPRESS ENTRANCE SERVICES","MCC Description Is Blank","",""
186947,5,20,"Seth Thomas","02/28/2017","Seth Thomas","02/28/2017","","Detail Description Is Blank","Commodity Description Contains STRUCTURES AND BUILDING AND CONSTRUCTION AND MANUF","Supplier Parent Name Contains RS HUGHES CO","MCC Description Is Blank","",""
186946,5,20,"Seth Thomas","02/28/2017","Seth Thomas","02/28/2017","","Detail Description Is Blank","Commodity Description Contains STRUCTURES AND BUILDING AND CONSTRUCTION AND MANUF","Supplier Parent Name Contains JOHNSTONE SUPPLY","MCC Description Is Blank","",""
186945,5,20,"Seth Thomas","02/28/2017","Seth Thomas","02/28/2017","","Detail Description Is Blank","Commodity Description Contains CONSTRUCTION AND MAINTENANCE SUPPORT EQUIPMENT","Supplier Parent Name Contains EAST COAST METAL DISTRIBUTORS LLC","MCC Description Is Blank","",""
186940,5,20,"Seth Thomas","02/28/2017","Seth Thomas","02/28/2017","","Detail Description Is Blank","Commodity Description Contains BUILDING AND CONSTRUCTION AND MAINTENANCE SERVICES","Supplier Parent Name Contains ABATE & INSULATE LLC","MCC Description Is Blank","",""
186939,5,20,"Seth Thomas","02/28/2017","Seth Thomas","02/28/2017","","Detail Description Is Blank","Commodity Description Contains BUILDING AND CONSTRUCTION AND MAINTENANCE SERVICES","Supplier Parent Name Contains BONITZ CONTRACTING","MCC Description Is Blank","",""
186938,5,20,"Seth Thomas","02/28/2017","Seth Thomas","02/28/2017","","Detail Description Is Blank","Commodity Description Contains BUILDING AND CONSTRUCTION AND MAINTENANCE SERVICES","Supplier Parent Name Contains NATHAN YOUNGMAN CONSTRUCTION LLC","MCC Description Is Blank","",""
186937,5,20,"Seth Thomas","02/28/2017","Seth Thomas","02/28/2017","","Detail Description Is Blank","Commodity Description Contains BUILDING AND CONSTRUCTION AND MAINTENANCE SERVICES","Supplier Parent Name Contains FIRST CLASS CONSTRUCTION LLC","MCC Description Is Blank","",""
188190,5,20,"Shelby Paschal","03/02/2017","Shelby Paschal","03/02/2017","","Detail Description Is Blank","Account Title Contains OTHER CONTRACTUAL SERVICES","Commodity Description Is Blank","Supplier Parent Name Contains FISHER RECYCLING","",""
185600,5,20,"Shelby Paschal","02/23/2017","Shelby Paschal","02/23/2017","","Detail Description Is Blank","Commodity Description Contains BUILDING AND CONSTRUCTION","Supplier Parent Name Contains AJAX BUILDING CORP SOUTHEAST","MCC Code Is Blank","",""
188224,5,20,"Seth Thomas","03/02/2017","Seth Thomas","03/02/2017","","Detail Description Is Blank","Commodity Description Contains AMATEUR MUSIC CLUBS OR SERVICES","Supplier Parent Name Contains CUSTOM AUDIO & LIGHTING INC","MCC Description Is Blank","",""
188226,5,20,"Seth Thomas","03/02/2017","Seth Thomas","03/02/2017","","Detail Description Is Blank","Commodity Description Contains AMATEUR MUSIC CLUBS OR SERVICES","Supplier Parent Name Contains FRITZ TYLER A.","MCC Description Is Blank","",""
188225,5,20,"Seth Thomas","03/02/2017","Seth Thomas","03/02/2017","","Detail Description Is Blank","Commodity Description Contains AMATEUR MUSIC CLUBS OR SERVICES","Supplier Parent Name Contains VICKERS JAMES D.","MCC Description Is Blank","",""
